page,rank,num_outlinks,num_inlinks
Fish_fillet,0.00032622397966112875,0,3
Francis_Austen,0.00032622397966112875,3,3
Salmon_roe,0.00032622397966112875,3,3
Entailed,0.00032622397966112875,3,3
Shrimp_marketing,0.00032622397966112875,0,3
Mr_Bennet,0.00032622397966112875,3,4
Live_fish_trade,0.00032622397966112875,0,3
Martha_Lloyd,0.00032622397966112875,3,3
World,0.00032622397966112875,3,3
World_(philosophy),0.00032622397966112875,3,3
Mr._Fitzwilliam_Darcy,0.0002614131994075442,3,3
Mr._William_Collins,0.0002614131994075442,3,3
Mr_William_Collins,0.0002614131994075442,0,3
Mr._Collins,0.0002614131994075442,3,3
Mr._Darcy,0.0002614131994075442,0,3
Fitzwilliam_Darcy,0.0002614131994075442,3,3
Wikipedia:Contact_us,0.00018679950186799502,0,0
Wikipedia:DEFAULTSORT,0.00018679950186799502,0,0
Wikipedia:FUW,0.00018679950186799502,0,0
Wikipedia:File_Upload_Wizard,0.00018679950186799502,0,0
Wikipedia:File_upload_wizard,0.00018679950186799502,0,0
Wikipedia:Free_English_newspaper_sources,0.00018679950186799502,0,0
Wikipedia:INTREF2,0.00018679950186799502,0,0
Wikipedia:INTREF3,0.00018679950186799502,0,0
Wikipedia:INTREF4,0.00018679950186799502,0,0
Wikipedia:MAINTENANCEDISAGREEMENT,0.00018679950186799502,0,0
Bimo_(Morocco),0.00018679950186799502,0,0
Atlantic_Ocean,0.00018679950186799502,0,0
Wikipedia:TEMPREMOVE,0.00018679950186799502,0,0
A%C3%AFcha_(brand),0.00018679950186799502,0,0
Abstract_and_concrete,0.00018679950186799502,0,0
Adriatic_sturgeon,0.00018679950186799502,0,0
Agar,0.00018679950186799502,0,0
Albinism,0.00018679950186799502,0,0
Alfred_Coffee,0.00018679950186799502,0,0
Algae_bioreactor,0.00018679950186799502,0,0
Waverley_novels,0.00018679950186799502,0,0
Wayfarer_(vineyard),0.00018679950186799502,0,0
Wikipedia%3AWikiProject_Food_and_drink%2FOpen_tasks%2Ftasks,0.00018679950186799502,0,0
Wikipedia:CCBYSA,0.00018679950186799502,0,0
Wikipedia:CC_BY-SA,0.00018679950186799502,0,0
YouTube_moderation,0.00018679950186799502,0,0
Anthropic_principle,0.00018679950186799502,0,0
Aquaculture_of_sea_sponges,0.00018679950186799502,0,0
Arg_max,0.00018679950186799502,0,0
Universal_quantification,0.00018679950186799502,0,0
Urban_aquaculture,0.00018679950186799502,0,0
Value_(economics),0.00018679950186799502,0,0
W._L._Maxson,0.00018679950186799502,0,0
Aquacultural_engineering,0.00018679950186799502,0,0
Aquaculture,0.00018679950186799502,0,0
Aquaculture_in_Solomon_Islands,0.00018679950186799502,0,0
Aquaculture_of_salmonids,0.00018679950186799502,0,0
Bake_on_the_Run,0.00018679950186799502,0,0
Ballotin,0.00018679950186799502,0,0
Bathtub_Gin_(speakeasy),0.00018679950186799502,0,0
Berkoukes_(dish),0.00018679950186799502,0,0
Almeda_Lambert,0.00018679950186799502,0,0
JSTOR,0.00018679950186799502,0,0
Jasmine_Mooney,0.00018679950186799502,0,0
Joshua_Ibarra,0.00018679950186799502,0,0
Julian_H%C3%BCbner,0.00018679950186799502,0,0
Moses_West,0.00018679950186799502,0,0
Mashup_novel,0.00018679950186799502,0,0
Matzah_Eggroll,0.00018679950186799502,0,0
Maximum_and_minimum,0.00018679950186799502,0,0
Measurement_in_quantum_mechanics,0.00018679950186799502,0,0
Milksha,0.00018679950186799502,0,0
Lady_Byron,0.00018679950186799502,0,0
Landed_gentry,0.00018679950186799502,0,0
Protected+edit+request+on+13+April+2025,0.00018679950186799502,0,0
Protected+edit+request+on+12+April+2025,0.00018679950186799502,0,0
Propitious_Mango_ice_cream,0.00018679950186799502,0,0
Pride_and_Prejudice_and_Zombies:_Dawn_of_the_Dreadfuls,0.00018679950186799502,0,0
E._G._Fulton,0.00018679950186799502,0,0
Double_buddy,0.00018679950186799502,0,0
Devyani_International_Limited,0.00018679950186799502,0,0
Robuchon_au_D%C3%B4me,0.00018679950186799502,0,0
Roman_lead_poisoning_theory,0.00018679950186799502,0,0
Ravi_Foods_Private_limited,0.00018679950186799502,0,0
Fish_market,0.00018679950186799502,0,0
Paddlefish,0.00018679950186799502,0,0
Sandy_Lerner,0.00018679950186799502,0,0
Help+me%21,0.00018679950186799502,0,0
Scania_market,0.00018679950186799502,0,0
Hawa%C3%AF_(drink),0.00018679950186799502,0,0
Cristoforo_di_Messisbugo,0.00018679950186799502,0,0
Cuisine_of_Sardinia,0.00018679950186799502,0,0
Cyclopteridae,0.00018679950186799502,0,0
Cyclopterus,0.00018679950186799502,0,0
H:TEMPREMOVE,0.00018679950186799502,0,0
"Dan,_Israel",0.00018679950186799502,0,0
Robert_Mwanga,0.00018679950186799502,0,0
H:MTR,0.00018679950186799502,0,0
Edible_seaweed,0.00018679950186799502,0,0
Edith_Waldemar_Leverton,0.00018679950186799502,0,0
Pride_and_Prejudice*_(*sort_of),0.00018679950186799502,0,0
Environmental_impact_of_fishing,0.00018679950186799502,0,0
Ford%27s_Filling_Station,0.00018679950186799502,0,0
Complement_(set_theory),0.00018679950186799502,0,0
Coregonus_lavaretus,0.00018679950186799502,0,0
Subject_and_object_(philosophy),0.00018679950186799502,0,0
Talk:Caviar,0.00018679950186799502,0,0
Talk:Everything,0.00018679950186799502,0,0
Talk:Pride_and_Prejudice,0.00018679950186799502,0,0
H:CAT,0.00018679950186799502,0,0
Great_Scott_(music_venue),0.00018679950186799502,0,0
Polonaise_sauce,0.00018679950186799502,0,0
Tel_panir,0.00018679950186799502,0,0
Philosophy,0.00018679950186799502,0,0
Pasteurization,0.00018679950186799502,0,0
Partyschlager,0.00018679950186799502,0,0
Sherpa_(brand),0.00018679950186799502,0,0
Frances_Burney,0.00018679950186799502,0,0
Slaughterhouse_(painting),0.00018679950186799502,0,0
Starry_sturgeon,0.00018679950186799502,0,0
Stock_(food),0.00018679950186799502,0,0
Chemical_substance,0.00018679950186799502,0,0
Portal:Novels,0.00018679950186799502,0,0
Ciguatera_fish_poisoning,0.00018679950186799502,0,0
Climate_change_and_fisheries,0.00018679950186799502,0,0
Climate_change_in_Europe,0.00018679950186799502,0,0
Portal:Literature,0.00018679950186799502,0,0
Semantic_Scholar,0.00018679950186799502,0,0
Sensu,0.00018679950186799502,0,0
Portal:Food,0.00018679950186799502,0,0
Portal%3AFood%2FSelected_article%2F33,0.00018679950186799502,0,0
Food_justice_movement,0.00018679950186799502,0,0
Fix_%26_Fogg,0.00018679950186799502,0,0
Anthropocentrism,0.00018679950186799502,0,0
Fishing_techniques,0.00018679950186799502,0,0
Charles_Kenyon_(businessman),0.00018679950186799502,0,0
Cheese_pull,0.00018679950186799502,0,0
Category:Novels_set_in_the_19th_century,0.00018679950186799502,0,0
Category:Pride_and_Prejudice,0.00018679950186799502,0,0
Category:Roe_dishes,0.00018679950186799502,0,0
Category:Use_British_English_from_February_2012,0.00018679950186799502,0,0
Category:Use_dmy_dates_from_July_2024,0.00018679950186799502,0,0
Category:Use_dmy_dates_from_October_2020,0.00018679950186799502,0,0
Fishery,0.00018679950186799502,0,0
Fisheries_law,0.00018679950186799502,0,0
Category:British_novels_adapted_into_operas,0.00018679950186799502,0,0
HuffPost,0.00018679950186799502,0,0
Category:British_romance_novels,0.00018679950186799502,0,0
Category:CS1:_unfit_URL,0.00018679950186799502,0,0
Category:CS1_Brazilian_Portuguese-language_sources_(pt-br),0.00018679950186799502,0,0
Category:Novels_about_nobility,0.00018679950186799502,0,0
Category:Novels_adapted_into_comics,0.00018679950186799502,0,0
Category:Novels_set_in_Hertfordshire,0.00018679950186799502,0,0
Help:Referencing_for_beginners,0.00018679950186799502,0,0
Category:1813_British_novels,0.00018679950186799502,0,0
Category:All_articles_with_unsourced_statements,0.00018679950186799502,0,0
Category:Articles_needing_additional_references_from_November_2024,0.00018679950186799502,0,0
Category:Articles_with_LibriVox_links,0.00018679950186799502,0,0
Category:Articles_with_unsourced_statements_from_April_2019,0.00018679950186799502,0,0
Category:Articles_with_unsourced_statements_from_August_2018,0.00018679950186799502,0,0
Category:Articles_with_unsourced_statements_from_August_2020,0.00018679950186799502,0,0
Template:Fishing_industry_topics,0.00018679950186799502,0,0
Template:Pride_and_Prejudice,0.00018679950186799502,0,0
Template:Seafood,0.00018679950186799502,0,0
Help:Maintenance_template_removal,0.00018679950186799502,0,0
Template_talk:Fishing_industry_topics,0.00018679950186799502,0,0
Template_talk:Jane_Austen,0.00018679950186799502,0,0
Template_talk:Pride_and_Prejudice,0.00018679950186799502,0,0
Template_talk:Roe,0.00018679950186799502,0,0
Karachi_Halwa,0.00018679950186799502,0,0
Karen_Midthun,0.00018679950186799502,0,0
Help:Category,0.00018679950186799502,0,0
Kodomo_shokud%C5%8D,0.00018679950186799502,0,0
Kopi_Janji_Jiwa,0.00018679950186799502,0,0
Koutoubia_(brand),0.00018679950186799502,0,0
Ktor_panir,0.00018679950186799502,0,0
Algae_fuel,0.00018679950186799502,0,0
YouTube_and_privacy,0.00018679950186799502,0,0
Nahomi_Edamoto,0.00018679950186799502,0,0
Frances_Lincoln,0.00018679950186799502,0,0
Iftar_Party,0.00018679950186799502,0,0
IMDb,0.00018679950186799502,0,0
Many-worlds_interpretation,0.00018679950186799502,0,0
PubMed_Central,0.00018679950186799502,0,0
Hypochondriasis,0.00018679950186799502,0,0
Wikipedia:Text_of_the_Creative_Commons_Attribution-ShareAlike_4.0_International_License,0.00018679950186799502,0,0
Wikipedia:WNTRMT,0.00018679950186799502,0,0
Wikipedia:WTRMT,0.00018679950186799502,0,0
Hypertriglyceridemia,0.00018679950186799502,0,0
Black_Farmers_and_Urban_Gardeners_Conference,0.00018679950186799502,0,0
Fish_in_Meitei_culture,0.00018679950186799502,0,0
Eternal_inflation,0.00018679950186799502,0,0
YouTube,0.00018679950186799502,0,0
Wikipedia:MTR,0.00018679950186799502,0,0
Wikipedia:PAGECAT,0.00018679950186799502,0,0
Wikipedia:REFB,0.00018679950186799502,0,0
Wikipedia:REFBEGIN,0.00018679950186799502,0,0
Wikipedia:REFSTART,0.00018679950186799502,0,0
Wikipedia:SORTCAT,0.00018679950186799502,0,0
Wikipedia:Selected_anniversaries/January_28,0.00018679950186799502,0,0
P:FOOD,0.00018679950186799502,0,0
Ovary,0.00018679950186799502,0,0
OCLC,0.00018679950186799502,0,0
Excelo,0.00018679950186799502,0,0
Extended-confirmed-protected+edit+request+on+12+April+2025,0.00018679950186799502,0,0
Todeschini_Alimentos,0.00018679950186799502,0,0
Aruna_Francesca_Maria_Gujral,0.00018679950186799502,0,0
Astephus,0.00018679950186799502,0,0
Anban_(utensil),0.00018679950186799502,0,0
Cannibalism_in_Oceania,0.00018679950186799502,0,0
Cannibalism_in_the_Americas,0.00018679950186799502,0,0
Carbon_sequestration,0.00018679950186799502,0,0
Carrageenan,0.00018679950186799502,0,0
Template_talk:Seafood,0.00018679950186799502,0,0
North_End_(caf%C3%A9),0.00018679950186799502,0,0
George_Austen_(cleric),0.00018679950186799502,0,0
Garnish_(cooking),0.00018679950186799502,0,0
Builders_Warehouse,0.00018679950186799502,0,0
PubMed,0.00018679950186799502,0,0
Scientific_law,0.00018679950186799502,0,0
CAT:AAWUS,0.00018679950186799502,0,0
Calf%27s_liver_in_French_cuisine,0.00018679950186799502,0,0
Cannibalism_in_Africa,0.00018679950186799502,0,0
Cannibalism_in_Asia,0.00018679950186799502,0,0
Cannibalism_in_Europe,0.00018679950186799502,0,0
Frybaby,0.00018679950186799502,0,0
Frutina,0.00018679950186799502,0,0
List_of_commercially_important_fish_species,0.00018679950186799502,0,0
Library_of_Congress_Classification,0.00018679950186799502,0,0
Letitia_Clark,0.00018679950186799502,0,0
Lemon_chiffon,0.00018679950186799502,0,0
Broth,0.00018679950186799502,0,0
Category:British_novels_adapted_into_television_shows,0.00018679950186799502,0,0
